"","Ranking","Player","Rating","Year","Month"
"3368",39,"Wang, Yue",2706,2017,1
"3369",40,"Rapport, Richard",2702,2017,1
"3370",41,"Naiditsch, Arkadij",2702,2017,1
"3371",42,"Kryvoruchko, Yuriy",2701,2017,1
"3372",43,"Jobava, Baadur",2701,2017,1
"3373",44,"Matlakov, Maxim",2701,2017,1
"3374",45,"Kasimdzhanov, Rustam",2699,2017,1
"3375",46,"Almasi, Zoltan",2698,2017,1
"3376",47,"Ragger, Markus",2697,2017,1
"3377",48,"Bacrot, Etienne",2695,2017,1
"3378",49,"Van Wely, Loek",2695,2017,1
"3379",50,"Rodshtein, Maxim",2693,2017,1
"3380",51,"Leko, Peter",2693,2017,1
"3381",52,"Korobov, Anton",2689,2017,1
"3382",53,"Cheparinov, Ivan",2689,2017,1
"3383",54,"Mamedov, Rauf",2688,2017,1
"3384",55,"Safarli, Eltaj",2686,2017,1
"3385",56,"Kovalenko, Igor",2684,2017,1
"3386",57,"Duda, Jan-Krzysztof",2684,2017,1
"3387",58,"Shirov, Alexei",2683,2017,1
"3388",59,"Rublevsky, Sergei",2681,2017,1
"3389",60,"Nisipeanu, Liviu-Dieter",2680,2017,1
"3390",61,"Areshchenko, Alexander",2679,2017,1
"3391",62,"Najer, Evgeniy",2679,2017,1
"3392",63,"Zvjaginsev, Vadim",2679,2017,1
"3393",64,"Movsesian, Sergei",2676,2017,1
"3394",65,"Short, Nigel D",2675,2017,1
"3395",66,"Morozevich, Alexander",2675,2017,1
"3396",67,"Akopian, Vladimir",2675,2017,1
"3397",68,"Robson, Ray",2675,2017,1
"3398",69,"Ni, Hua",2674,2017,1
"3399",70,"Shankland, Samuel L",2674,2017,1
"3400",71,"Vidit, Santosh Gujrathi",2673,2017,1
"3401",72,"Sjugirov, Sanan",2673,2017,1
"3402",73,"Sadler, Matthew D",2672,2017,1
"3403",74,"Riazantsev, Alexander",2671,2017,1
"3404",75,"Wang, Hao",2670,2017,1
"3405",76,"Rakhmanov, Aleksandr",2670,2017,1
"3406",77,"Negi, Parimarjan",2670,2017,1
"3407",78,"Smirin, Ilia",2667,2017,1
"3408",79,"Onischuk, Alexander",2667,2017,1
"3409",80,"Xiong, Jeffery",2667,2017,1
"3410",81,"Sargissian, Gabriel",2667,2017,1
"3411",82,"Amin, Bassem",2666,2017,1
"3412",83,"Kamsky, Gata",2666,2017,1
"3413",84,"Bareev, Evgeny",2666,2017,1
"3414",85,"Jones, Gawain C B",2665,2017,1
"3415",86,"Markus, Robert",2665,2017,1
"3416",87,"Motylev, Alexander",2663,2017,1
"3417",88,"Zhigalko, Sergei",2662,2017,1
"3418",89,"Laznicka, Viktor",2662,2017,1
"3419",90,"Moiseenko, Alexander",2661,2017,1
"3420",91,"Dubov, Daniil",2661,2017,1
"3421",92,"Sasikiran, Krishnan",2661,2017,1
"3422",93,"Fressinet, Laurent",2660,2017,1
"3423",94,"Ipatov, Alexander",2660,2017,1
"3424",95,"Tkachiev, Vladislav",2660,2017,1
"3425",96,"Fedoseev, Vladimir",2658,2017,1
"3426",97,"Ganguly, Surya Shekhar",2657,2017,1
"3427",98,"Salem, A.R. Saleh",2656,2017,1
"3428",99,"Howell, David W L",2655,2017,1
"3429",100,"Cordova, Emilio",2655,2017,1
"3430",101,"Artemiev, Vladislav",2655,2017,1
"3431",1,"Carlsen, Magnus",2840,2016,12
"3432",2,"Caruana, Fabiano",2823,2016,12
"3433",3,"Kramnik, Vladimir",2809,2016,12
"3434",4,"Vachier-Lagrave, Maxime",2804,2016,12
"3435",5,"So, Wesley",2794,2016,12
"3436",6,"Karjakin, Sergey",2785,2016,12
"3437",7,"Aronian, Levon",2785,2016,12
"3438",8,"Anand, Viswanathan",2779,2016,12
"3439",9,"Nakamura, Hikaru",2779,2016,12
"3440",10,"Giri, Anish",2771,2016,12
"3441",11,"Harikrishna, P.",2770,2016,12
"3442",12,"Mamedyarov, Shakhriyar",2768,2016,12
"3443",13,"Nepomniachtchi, Ian",2767,2016,12
"3444",14,"Eljanov, Pavel",2762,2016,12
"3445",15,"Topalov, Veselin",2760,2016,12
"3446",16,"Ding, Liren",2757,2016,12
"3447",17,"Svidler, Peter",2753,2016,12
"3448",18,"Wojtaszek, Radoslaw",2749,2016,12
"3449",19,"Adams, Michael",2748,2016,12
"3450",20,"Ivanchuk, Vassily",2747,2016,12
"3451",21,"Dominguez Perez, Leinier",2739,2016,12
"3452",22,"Andreikin, Dmitry",2737,2016,12
"3453",23,"Grischuk, Alexander",2737,2016,12
"3454",24,"Yu, Yangyi",2729,2016,12
"3455",25,"Vitiugov, Nikita",2726,2016,12
"3456",26,"Navara, David",2725,2016,12
"3457",27,"Gelfand, Boris",2725,2016,12
"3458",28,"Li, Chao b",2720,2016,12
"3459",29,"Le, Quang Liem",2718,2016,12
"3460",30,"Rapport, Richard",2717,2016,12
"3461",31,"Tomashevsky, Evgeny",2716,2016,12
"3462",32,"Malakhov, Vladimir",2713,2016,12
"3463",33,"Vallejo Pons, Francisco",2711,2016,12
"3464",34,"Radjabov, Teimour",2710,2016,12
"3465",35,"Wang, Yue",2710,2016,12
"3466",36,"Inarkiev, Ernesto",2709,2016,12
"3467",37,"Ponomariov, Ruslan",2709,2016,12
"3468",38,"Wei, Yi",2707,2016,12
"3469",39,"Bu, Xiangzhi",2705,2016,12
"3470",40,"Jakovenko, Dmitry",2704,2016,12
"3471",41,"Almasi, Zoltan",2703,2016,12
"3472",42,"Jobava, Baadur",2702,2016,12
"3473",43,"Kryvoruchko, Yuriy",2699,2016,12
"3474",44,"Van Wely, Loek",2696,2016,12
"3475",45,"Rodshtein, Maxim",2695,2016,12
"3476",46,"Matlakov, Maxim",2694,2016,12
"3477",47,"Leko, Peter",2693,2016,12
"3478",48,"Korobov, Anton",2692,2016,12
"3479",49,"Safarli, Eltaj",2691,2016,12
"3480",50,"Kasimdzhanov, Rustam",2691,2016,12
"3481",51,"Ragger, Markus",2689,2016,12
"3482",52,"Bacrot, Etienne",2689,2016,12
"3483",53,"Cheparinov, Ivan",2689,2016,12
"3484",54,"Vidit, Santosh Gujrathi",2689,2016,12
"3485",55,"Mamedov, Rauf",2688,2016,12
"3486",56,"Naiditsch, Arkadij",2687,2016,12
"3487",57,"Kovalenko, Igor",2684,2016,12
"3488",58,"Duda, Jan-Krzysztof",2684,2016,12
"3489",59,"Rublevsky, Sergei",2681,2016,12
"3490",60,"Nisipeanu, Liviu-Dieter",2680,2016,12
"3491",61,"Najer, Evgeniy",2679,2016,12
"3492",62,"Zvjaginsev, Vadim",2679,2016,12
"3493",63,"Short, Nigel D",2679,2016,12
"3494",64,"Areshchenko, Alexander",2678,2016,12
"3495",65,"Wang, Hao",2678,2016,12
"3496",66,"Morozevich, Alexander",2676,2016,12
"3497",67,"Akopian, Vladimir",2675,2016,12
"3498",68,"Robson, Ray",2675,2016,12
"3499",69,"Shankland, Samuel L",2674,2016,12
"3500",70,"Shirov, Alexei",2673,2016,12
"3501",71,"Movsesian, Sergei",2673,2016,12
"3502",72,"Sadler, Matthew D",2672,2016,12
"3503",73,"Fressinet, Laurent",2672,2016,12
"3504",74,"Zhigalko, Sergei",2671,2016,12
"3505",75,"Riazantsev, Alexander",2671,2016,12
"3506",76,"Sjugirov, Sanan",2670,2016,12
"3507",77,"Negi, Parimarjan",2670,2016,12
"3508",78,"Smirin, Ilia",2669,2016,12
"3509",79,"Ganguly, Surya Shekhar",2668,2016,12
"3510",80,"Onischuk, Alexander",2668,2016,12
"3511",81,"Fedoseev, Vladimir",2667,2016,12
"3512",82,"Rakhmanov, Aleksandr",2667,2016,12
"3513",83,"Jones, Gawain C B",2667,2016,12
"3514",84,"Sargissian, Gabriel",2667,2016,12
"3515",85,"Xiong, Jeffery",2666,2016,12
"3516",86,"Adhiban, B.",2666,2016,12
"3517",87,"Bareev, Evgeny",2666,2016,12
"3518",88,"Ni, Hua",2664,2016,12
"3519",89,"Motylev, Alexander",2663,2016,12
"3520",90,"Amin, Bassem",2662,2016,12
"3521",91,"Kamsky, Gata",2661,2016,12
"3522",92,"Sasikiran, Krishnan",2661,2016,12
"3523",93,"Laznicka, Viktor",2661,2016,12
"3524",94,"Cordova, Emilio",2660,2016,12
"3525",95,"Markus, Robert",2660,2016,12
"3526",96,"Dubov, Daniil",2660,2016,12
"3527",97,"Ipatov, Alexander",2660,2016,12
"3528",98,"Tkachiev, Vladislav",2660,2016,12
"3529",99,"Moiseenko, Alexander",2657,2016,12
"3530",100,"Piorun, Kacper",2657,2016,12
"3531",1,"Carlsen, Magnus",2853,2016,11
"3532",2,"Caruana, Fabiano",2823,2016,11
"3533",3,"Vachier-Lagrave, Maxime",2811,2016,11
"3534",4,"Kramnik, Vladimir",2810,2016,11
"3535",5,"Aronian, Levon",2795,2016,11
"3536",6,"So, Wesley",2794,2016,11
"3537",7,"Anand, Viswanathan",2779,2016,11
"3538",8,"Nakamura, Hikaru",2779,2016,11
"3539",9,"Karjakin, Sergey",2772,2016,11
"3540",10,"Harikrishna, P.",2768,2016,11
"3541",11,"Giri, Anish",2767,2016,11
"3542",12,"Nepomniachtchi, Ian",2767,2016,11
"3543",13,"Ding, Liren",2764,2016,11
"3544",14,"Mamedyarov, Shakhriyar",2762,2016,11
"3545",15,"Topalov, Veselin",2760,2016,11
"3546",16,"Eljanov, Pavel",2757,2016,11
"3547",17,"Dominguez Perez, Leinier",2752,2016,11
"3548",18,"Grischuk, Alexander",2751,2016,11
"3549",19,"Adams, Michael",2744,2016,11
"3550",20,"Wojtaszek, Radoslaw",2744,2016,11
"3551",21,"Svidler, Peter",2742,2016,11
"3552",22,"Andreikin, Dmitry",2736,2016,11
"3553",23,"Ivanchuk, Vassily",2733,2016,11
"3554",24,"Li, Chao b",2730,2016,11
"3555",25,"Rapport, Richard",2730,2016,11
"3556",26,"Navara, David",2725,2016,11
"3557",27,"Wang, Yue",2723,2016,11
"3558",28,"Tomashevsky, Evgeny",2722,2016,11
"3559",29,"Yu, Yangyi",2721,2016,11
"3560",30,"Gelfand, Boris",2720,2016,11
"3561",31,"Vitiugov, Nikita",2718,2016,11
"3562",32,"Le, Quang Liem",2718,2016,11
"3563",33,"Vallejo Pons, Francisco",2716,2016,11
"3564",34,"Inarkiev, Ernesto",2714,2016,11
"3565",35,"Jakovenko, Dmitry",2709,2016,11
"3566",36,"Ponomariov, Ruslan",2709,2016,11
"3567",37,"Wei, Yi",2706,2016,11
"3568",38,"Kryvoruchko, Yuriy",2702,2016,11
"3569",39,"Jobava, Baadur",2702,2016,11
"3570",40,"Almasi, Zoltan",2702,2016,11
"3571",41,"Malakhov, Vladimir",2698,2016,11
"3572",42,"Bu, Xiangzhi",2698,2016,11
"3573",43,"Rodshtein, Maxim",2696,2016,11
"3574",44,"Radjabov, Teimour",2696,2016,11
"3575",45,"Ragger, Markus",2694,2016,11
"3576",46,"Safarli, Eltaj",2694,2016,11
"3577",47,"Leko, Peter",2693,2016,11
"3578",48,"Bacrot, Etienne",2691,2016,11
"3579",49,"Kasimdzhanov, Rustam",2691,2016,11
"3580",50,"Matlakov, Maxim",2691,2016,11
"3581",51,"Cheparinov, Ivan",2689,2016,11
"3582",52,"Korobov, Anton",2689,2016,11
"3583",53,"Vidit, Santosh Gujrathi",2689,2016,11
"3584",54,"Rublevsky, Sergei",2689,2016,11
"3585",55,"Naiditsch, Arkadij",2686,2016,11
"3586",56,"Van Wely, Loek",2685,2016,11
"3587",57,"Mamedov, Rauf",2684,2016,11
"3588",58,"Duda, Jan-Krzysztof",2684,2016,11
"3589",59,"Najer, Evgeniy",2683,2016,11
"3590",60,"Morozevich, Alexander",2683,2016,11
"3591",61,"Kovalenko, Igor",2682,2016,11
"3592",62,"Wang, Hao",2680,2016,11
"3593",63,"Short, Nigel D",2679,2016,11
"3594",64,"Shirov, Alexei",2677,2016,11
"3595",65,"Robson, Ray",2675,2016,11
"3596",66,"Zvjaginsev, Vadim",2675,2016,11
"3597",67,"Nisipeanu, Liviu-Dieter",2675,2016,11
"3598",68,"Akopian, Vladimir",2675,2016,11
"3599",69,"Shankland, Samuel L",2674,2016,11
"3600",70,"Smirin, Ilia",2674,2016,11
"3601",71,"Fedoseev, Vladimir",2673,2016,11
"3602",72,"Areshchenko, Alexander",2673,2016,11
"3603",73,"Fressinet, Laurent",2672,2016,11
"3604",74,"Movsesian, Sergei",2672,2016,11
"3605",75,"Riazantsev, Alexander",2671,2016,11
"3606",76,"Negi, Parimarjan",2670,2016,11
"3607",77,"Sadler, Matthew D",2670,2016,11
"3608",78,"Zhigalko, Sergei",2669,2016,11
"3609",79,"Volokitin, Andrei",2668,2016,11
"3610",80,"Onischuk, Alexander",2668,2016,11
"3611",81,"Sargissian, Gabriel",2667,2016,11
"3612",82,"Adhiban, B.",2666,2016,11
"3613",83,"Bareev, Evgeny",2666,2016,11
"3614",84,"Laznicka, Viktor",2664,2016,11
"3615",85,"Sjugirov, Sanan",2664,2016,11
"3616",86,"Ganguly, Surya Shekhar",2664,2016,11
"3617",87,"Rakhmanov, Aleksandr",2664,2016,11
"3618",88,"Jones, Gawain C B",2663,2016,11
"3619",89,"Motylev, Alexander",2663,2016,11
"3620",90,"Xiong, Jeffery",2660,2016,11
"3621",91,"Piorun, Kacper",2660,2016,11
"3622",92,"Ipatov, Alexander",2660,2016,11
"3623",93,"Tkachiev, Vladislav",2660,2016,11
"3624",94,"Ni, Hua",2659,2016,11
"3625",95,"Artemiev, Vladislav",2658,2016,11
"3626",96,"Amin, Bassem",2658,2016,11
"3627",97,"Salem, A.R. Saleh",2656,2016,11
"3628",98,"Howell, David W L",2655,2016,11
"3629",99,"McShane, Luke J",2655,2016,11
"3630",100,"Sasikiran, Krishnan",2654,2016,11
"3631",1,"Carlsen, Magnus",2853,2016,10
"3632",2,"Kramnik, Vladimir",2817,2016,10
"3633",3,"Caruana, Fabiano",2813,2016,10
"3634",4,"Vachier-Lagrave, Maxime",2811,2016,10
"3635",5,"Aronian, Levon",2795,2016,10
"3636",6,"So, Wesley",2794,2016,10
"3637",7,"Nakamura, Hikaru",2787,2016,10
"3638",8,"Anand, Viswanathan",2776,2016,10
"3639",9,"Karjakin, Sergey",2772,2016,10
"3640",10,"Ding, Liren",2764,2016,10
"3641",11,"Mamedyarov, Shakhriyar",2762,2016,10
"3642",12,"Harikrishna, P.",2762,2016,10
"3643",13,"Topalov, Veselin",2760,2016,10
"3644",14,"Giri, Anish",2756,2016,10
"3645",15,"Grischuk, Alexander",2752,2016,10
"3646",16,"Nepomniachtchi, Ian",2749,2016,10
"3647",17,"Wojtaszek, Radoslaw",2746,2016,10
"3648",18,"Adams, Michael",2745,2016,10
"3649",19,"Svidler, Peter",2745,2016,10
"3650",20,"Gelfand, Boris",2743,2016,10
"3651",21,"Eljanov, Pavel",2741,2016,10
"3652",22,"Navara, David",2737,2016,10
"3653",23,"Dominguez Perez, Leinier",2736,2016,10
"3654",24,"Andreikin, Dmitry",2736,2016,10
"3655",25,"Inarkiev, Ernesto",2732,2016,10
"3656",26,"Rapport, Richard",2729,2016,10
"3657",27,"Li, Chao b",2728,2016,10
"3658",28,"Tomashevsky, Evgeny",2724,2016,10
"3659",29,"Wang, Yue",2723,2016,10
"3660",30,"Le, Quang Liem",2723,2016,10
"3661",31,"Ivanchuk, Vassily",2722,2016,10
"3662",32,"Yu, Yangyi",2721,2016,10
"3663",33,"Vitiugov, Nikita",2721,2016,10
"3664",34,"Jakovenko, Dmitry",2714,2016,10
"3665",35,"Vallejo Pons, Francisco",2711,2016,10
"3666",36,"Radjabov, Teimour",2710,2016,10
"3667",37,"Ponomariov, Ruslan",2709,2016,10
"3668",38,"Leko, Peter",2709,2016,10
"3669",39,"Wei, Yi",2706,2016,10
"3670",40,"Almasi, Zoltan",2702,2016,10
"3671",41,"Wang, Hao",2701,2016,10
"3672",42,"Kryvoruchko, Yuriy",2701,2016,10
"3673",43,"Ragger, Markus",2700,2016,10
"3674",44,"Jobava, Baadur",2698,2016,10
"3675",45,"Bu, Xiangzhi",2698,2016,10
"3676",46,"Safarli, Eltaj",2694,2016,10
"3677",47,"Malakhov, Vladimir",2693,2016,10
"3678",48,"Bacrot, Etienne",2692,2016,10
"3679",49,"Kasimdzhanov, Rustam",2691,2016,10
"3680",50,"Matlakov, Maxim",2691,2016,10
"3681",51,"Adhiban, B.",2689,2016,10
"3682",52,"Rublevsky, Sergei",2689,2016,10
"3683",53,"Nisipeanu, Liviu-Dieter",2687,2016,10
"3684",54,"Rodshtein, Maxim",2687,2016,10
"3685",55,"Korobov, Anton",2687,2016,10
"3686",56,"Vidit, Santosh Gujrathi",2686,2016,10
"3687",57,"Smirin, Ilia",2685,2016,10
"3688",58,"Naiditsch, Arkadij",2684,2016,10
"3689",59,"Morozevich, Alexander",2683,2016,10
"3690",60,"Shirov, Alexei",2679,2016,10
"3691",61,"Shankland, Samuel L",2679,2016,10
"3692",62,"Duda, Jan-Krzysztof",2678,2016,10
"3693",63,"Mamedov, Rauf",2678,2016,10
"3694",64,"Volokitin, Andrei",2677,2016,10
"3695",65,"Cheparinov, Ivan",2677,2016,10
"3696",66,"Movsesian, Sergei",2677,2016,10
"3697",67,"Najer, Evgeniy",2677,2016,10
"3698",68,"Fressinet, Laurent",2676,2016,10
"3699",69,"Areshchenko, Alexander",2675,2016,10
"3700",70,"Akopian, Vladimir",2675,2016,10
"3701",71,"Zvjaginsev, Vadim",2673,2016,10
"3702",72,"Ganguly, Surya Shekhar",2672,2016,10
"3703",73,"Short, Nigel D",2670,2016,10
"3704",74,"Robson, Ray",2670,2016,10
"3705",75,"Negi, Parimarjan",2670,2016,10
"3706",76,"Sadler, Matthew D",2670,2016,10
"3707",77,"Sargissian, Gabriel",2670,2016,10
"3708",78,"Zhigalko, Sergei",2669,2016,10
"3709",79,"Onischuk, Alexander",2668,2016,10
"3710",80,"Van Wely, Loek",2667,2016,10
"3711",81,"Bareev, Evgeny",2666,2016,10
"3712",82,"Saric, Ivan",2666,2016,10
"3713",83,"Fedoseev, Vladimir",2665,2016,10
"3714",84,"Piorun, Kacper",2665,2016,10
"3715",85,"Kovalenko, Igor",2664,2016,10
"3716",86,"Artemiev, Vladislav",2663,2016,10
"3717",87,"Motylev, Alexander",2663,2016,10
"3718",88,"Rakhmanov, Aleksandr",2662,2016,10
"3719",89,"Ipatov, Alexander",2660,2016,10
"3720",90,"Sjugirov, Sanan",2660,2016,10
"3721",91,"Dreev, Aleksey",2660,2016,10
"3722",92,"Tkachiev, Vladislav",2660,2016,10
"3723",93,"Ni, Hua",2659,2016,10
"3724",94,"Iturrizaga Bonelli, Eduardo",2658,2016,10
"3725",95,"Amin, Bassem",2655,2016,10
"3726",96,"McShane, Luke J",2655,2016,10
"3727",97,"Sasikiran, Krishnan",2654,2016,10
"3728",98,"Melkumyan, Hrant",2653,2016,10
"3729",99,"Zhang, Zhong",2651,2016,10
"3730",100,"Laznicka, Viktor",2651,2016,10
"3731",101,"Efimenko, Zahar",2651,2016,10
"3732",102,"Riazantsev, Alexander",2651,2016,10
"3733",1,"Carlsen, Magnus",2857,2016,9
"3734",2,"Vachier-Lagrave, Maxime",2813,2016,9
"3735",3,"Caruana, Fabiano",2808,2016,9
"3736",4,"Kramnik, Vladimir",2808,2016,9
"3737",5,"Aronian, Levon",2795,2016,9
"3738",6,"Nakamura, Hikaru",2789,2016,9
"3739",7,"So, Wesley",2782,2016,9
"3740",8,"Anand, Viswanathan",2776,2016,9
"3741",9,"Karjakin, Sergey",2769,2016,9
"3742",10,"Topalov, Veselin",2768,2016,9
"3743",11,"Mamedyarov, Shakhriyar",2761,2016,9
"3744",12,"Giri, Anish",2755,2016,9
"3745",13,"Grischuk, Alexander",2754,2016,9
"3746",14,"Ding, Liren",2753,2016,9
"3747",15,"Harikrishna, P.",2752,2016,9
"3748",16,"Rapport, Richard",2752,2016,9
"3749",17,"Li, Chao b",2746,2016,9
"3750",18,"Svidler, Peter",2745,2016,9
"3751",19,"Gelfand, Boris",2743,2016,9
"3752",20,"Navara, David",2742,2016,9
"3753",21,"Nepomniachtchi, Ian",2740,2016,9
"3754",22,"Eljanov, Pavel",2739,2016,9
"3755",23,"Adams, Michael",2738,2016,9
"3756",24,"Wang, Yue",2737,2016,9
"3757",25,"Wojtaszek, Radoslaw",2736,2016,9
"3758",26,"Inarkiev, Ernesto",2732,2016,9
"3759",27,"Tomashevsky, Evgeny",2731,2016,9
"3760",28,"Andreikin, Dmitry",2727,2016,9
"3761",29,"Yu, Yangyi",2725,2016,9
"3762",30,"Le, Quang Liem",2723,2016,9
"3763",31,"Ivanchuk, Vassily",2722,2016,9
"3764",32,"Radjabov, Teimour",2722,2016,9
"3765",33,"Vitiugov, Nikita",2721,2016,9
"3766",34,"Dominguez Perez, Leinier",2720,2016,9
"3767",35,"Wei, Yi",2717,2016,9
"3768",36,"Vallejo Pons, Francisco",2716,2016,9
"3769",37,"Jakovenko, Dmitry",2714,2016,9
"3770",38,"Wang, Hao",2710,2016,9
"3771",39,"Leko, Peter",2709,2016,9
"3772",40,"Ponomariov, Ruslan",2709,2016,9
"3773",41,"Bu, Xiangzhi",2704,2016,9
"3774",42,"Ragger, Markus",2697,2016,9
"3775",43,"Malakhov, Vladimir",2697,2016,9
"3776",44,"Kasimdzhanov, Rustam",2696,2016,9
"3777",45,"Naiditsch, Arkadij",2696,2016,9
"3778",46,"Kryvoruchko, Yuriy",2693,2016,9
"3779",47,"Bacrot, Etienne",2692,2016,9
"3780",48,"Matlakov, Maxim",2691,2016,9
"3781",49,"Rublevsky, Sergei",2689,2016,9
"3782",50,"Safarli, Eltaj",2688,2016,9
"3783",51,"Rodshtein, Maxim",2687,2016,9
"3784",52,"Nisipeanu, Liviu-Dieter",2687,2016,9
"3785",53,"Smirin, Ilia",2685,2016,9
"3786",54,"Almasi, Zoltan",2684,2016,9
"3787",55,"Morozevich, Alexander",2683,2016,9
"3788",56,"Piorun, Kacper",2681,2016,9
"3789",57,"Shankland, Samuel L",2679,2016,9
"3790",58,"Cheparinov, Ivan",2677,2016,9
"3791",59,"Movsesian, Sergei",2677,2016,9
"3792",60,"Najer, Evgeniy",2677,2016,9
"3793",61,"Korobov, Anton",2675,2016,9
"3794",62,"Akopian, Vladimir",2675,2016,9
"3795",63,"Bareev, Evgeny",2675,2016,9
"3796",64,"Duda, Jan-Krzysztof",2675,2016,9
"3797",65,"Van Wely, Loek",2674,2016,9
"3798",66,"Robson, Ray",2674,2016,9
"3799",67,"Shirov, Alexei",2673,2016,9
"3800",68,"Zvjaginsev, Vadim",2673,2016,9
"3801",69,"Ganguly, Surya Shekhar",2672,2016,9
"3802",70,"Melkumyan, Hrant",2671,2016,9
"3803",71,"Adhiban, B.",2671,2016,9
"3804",72,"McShane, Luke J",2671,2016,9
"3805",73,"Fedoseev, Vladimir",2670,2016,9
"3806",74,"Sadler, Matthew D",2670,2016,9
"3807",75,"Sargissian, Gabriel",2670,2016,9
"3808",76,"Vidit, Santosh Gujrathi",2669,2016,9
"3809",77,"Saric, Ivan",2668,2016,9
"3810",78,"Onischuk, Alexander",2668,2016,9
"3811",79,"Mamedov, Rauf",2666,2016,9
"3812",80,"Negi, Parimarjan",2666,2016,9
"3813",81,"Short, Nigel D",2666,2016,9
"3814",82,"Howell, David W L",2665,2016,9
"3815",83,"Jobava, Baadur",2665,2016,9
"3816",84,"Areshchenko, Alexander",2665,2016,9
"3817",85,"Fressinet, Laurent",2664,2016,9
"3818",86,"Artemiev, Vladislav",2663,2016,9
"3819",87,"Motylev, Alexander",2663,2016,9
"3820",88,"Salgado Lopez, Ivan",2662,2016,9
"3821",89,"Markus, Robert",2662,2016,9
"3822",90,"Amin, Bassem",2661,2016,9
"3823",91,"Efimenko, Zahar",2661,2016,9
"3824",92,"Dreev, Aleksey",2660,2016,9
"3825",93,"Tkachiev, Vladislav",2660,2016,9
"3826",94,"Sasikiran, Krishnan",2658,2016,9
"3827",95,"Hou, Yifan",2658,2016,9
"3828",96,"Ni, Hua",2655,2016,9
"3829",97,"Rakhmanov, Aleksandr",2654,2016,9
"3830",98,"Meier, Georg",2654,2016,9
"3831",99,"Sjugirov, Sanan",2653,2016,9
"3832",100,"Zhigalko, Sergei",2652,2016,9
"3833",101,"Ipatov, Alexander",2652,2016,9
"3834",1,"Carlsen, Magnus",2857,2016,8
"3835",2,"Vachier-Lagrave, Maxime",2819,2016,8
"3836",3,"Kramnik, Vladimir",2808,2016,8
"3837",4,"Caruana, Fabiano",2807,2016,8
"3838",5,"Aronian, Levon",2792,2016,8
"3839",6,"Nakamura, Hikaru",2791,2016,8
"3840",7,"So, Wesley",2771,2016,8
"3841",8,"Anand, Viswanathan",2770,2016,8
"3842",9,"Giri, Anish",2769,2016,8
"3843",10,"Karjakin, Sergey",2769,2016,8
"3844",11,"Mamedyarov, Shakhriyar",2764,2016,8
"3845",12,"Topalov, Veselin",2761,2016,8
"3846",13,"Ding, Liren",2755,2016,8
"3847",14,"Grischuk, Alexander",2754,2016,8
"3848",15,"Li, Chao b",2753,2016,8
"3849",16,"Harikrishna, P.",2752,2016,8
"3850",17,"Rapport, Richard",2752,2016,8
"3851",18,"Svidler, Peter",2751,2016,8
"3852",19,"Gelfand, Boris",2743,2016,8
"3853",20,"Navara, David",2742,2016,8
"3854",21,"Nepomniachtchi, Ian",2740,2016,8
"3855",22,"Wang, Yue",2737,2016,8
"3856",23,"Eljanov, Pavel",2737,2016,8
"3857",24,"Andreikin, Dmitry",2733,2016,8
"3858",25,"Wojtaszek, Radoslaw",2733,2016,8
"3859",26,"Tomashevsky, Evgeny",2731,2016,8
"3860",27,"Vitiugov, Nikita",2728,2016,8
"3861",28,"Adams, Michael",2727,2016,8
"3862",29,"Yu, Yangyi",2725,2016,8
"3863",30,"Ivanchuk, Vassily",2723,2016,8
"3864",31,"Le, Quang Liem",2723,2016,8
"3865",32,"Radjabov, Teimour",2722,2016,8
"3866",33,"Inarkiev, Ernesto",2721,2016,8
"3867",34,"Dominguez Perez, Leinier",2720,2016,8
"3868",35,"Bu, Xiangzhi",2715,2016,8
"3869",36,"Vallejo Pons, Francisco",2713,2016,8
"3870",37,"Wang, Hao",2712,2016,8
"3871",38,"Jakovenko, Dmitry",2712,2016,8
"3872",39,"Wei, Yi",2709,2016,8
"3873",40,"Leko, Peter",2709,2016,8
"3874",41,"Ponomariov, Ruslan",2709,2016,8
"3875",42,"Rodshtein, Maxim",2698,2016,8
"3876",43,"Malakhov, Vladimir",2697,2016,8
"3877",44,"Naiditsch, Arkadij",2696,2016,8
"3878",45,"Kasimdzhanov, Rustam",2696,2016,8
"3879",46,"Bacrot, Etienne",2692,2016,8
"3880",47,"Kryvoruchko, Yuriy",2691,2016,8
"3881",48,"Rublevsky, Sergei",2689,2016,8
"3882",49,"Cheparinov, Ivan",2688,2016,8
"3883",50,"Nisipeanu, Liviu-Dieter",2687,2016,8
"3884",51,"Smirin, Ilia",2687,2016,8
"3885",52,"Matlakov, Maxim",2686,2016,8
"3886",53,"Ragger, Markus",2686,2016,8
"3887",54,"Almasi, Zoltan",2684,2016,8
"3888",55,"Morozevich, Alexander",2683,2016,8
"3889",56,"Piorun, Kacper",2681,2016,8
"3890",57,"Safarli, Eltaj",2678,2016,8
"3891",58,"Najer, Evgeniy",2677,2016,8
"3892",59,"Fressinet, Laurent",2677,2016,8
"3893",60,"Ganguly, Surya Shekhar",2676,2016,8
"3894",61,"Duda, Jan-Krzysztof",2675,2016,8
"3895",62,"Akopian, Vladimir",2675,2016,8
"3896",63,"Bareev, Evgeny",2675,2016,8
"3897",64,"Robson, Ray",2674,2016,8
"3898",65,"Shirov, Alexei",2674,2016,8
"3899",66,"Zvjaginsev, Vadim",2673,2016,8
